2022	2	18	2022	2	18	1	1	0
2022	2	19	2022	2	19	1	1	0
2022	2	20	2022	2	20	2	2	0
2022	2	21	2022	2	21	2	2	0
2022	2	22	2022	2	22	4	4	0
2022	2	23	2022	2	23	4	4	0
2022	2	24	2022	2	24	8	8	0
2022	2	25	2022	2	25	5	5	0
2022	2	26	2022	2	26	3	3	0
2022	2	27	2022	2	27	2	2	0
2022	2	28	2022	2	28	6	6	0
2022	3	1	2022	3	1	11	11	0
2022	3	2	2022	3	2	7	7	0
2022	3	3	2022	3	3	6	6	0
2022	3	4	2022	3	4	7	7	0
2022	3	5	2022	3	5	5	5	0
2022	3	6	2022	3	6	4	4	0
2022	3	7	2022	3	7	8	8	0
2022	3	8	2022	3	8	13	13	0
2022	3	9	2022	3	9	5	5	0
2022	3	10	2022	3	10	15	15	0
2022	3	11	2022	3	11	14	14	0
2022	3	12	2022	3	12	6	5	0
2022	3	13	2022	3	13	6	6	0
2022	3	14	2022	3	14	14	14	0
2022	3	15	2022	3	15	20	19	0
2022	3	16	2022	3	16	19	18	0
2022	3	17	2022	3	17	17	17	0
2022	3	18	2022	3	18	18	18	0
2022	3	19	2022	3	19	4	4	0
2022	3	20	2022	3	20	6	6	0
2022	3	21	2022	3	21	9	9	0
2022	3	22	2022	3	22	20	20	0
2022	3	23	2022	3	23	24	24	0
2022	3	24	2022	3	24	16	14	0
2022	3	25	2022	3	25	13	13	0
2022	3	26	2022	3	26	4	4	0
2022	3	27	2022	3	27	8	8	0
2022	3	28	2022	3	28	22	21	0
2022	3	29	2022	3	29	18	17	0
2022	3	30	2022	3	30	13	13	0
2022	3	31	2022	3	31	14	12	0
2022	4	1	2022	4	1	12	12	0
2022	4	2	2022	4	2	4	3	0
2022	4	3	2022	4	3	3	3	0
2022	4	4	2022	4	4	9	9	0
2022	4	5	2022	4	5	13	13	0
2022	4	6	2022	4	6	13	13	0
2022	4	7	2022	4	7	7	7	0
2022	4	8	2022	4	8	8	7	0
2022	4	9	2022	4	9	1	1	0
2022	4	10	2022	4	10	4	3	0
2022	4	11	2022	4	11	18	17	0
